activity_id,name,type,start_time_local,start_time_gmt,distance_m,duration_s,average_speed_mps,max_speed_mps,average_hr,max_hr,average_cadence_spm,steps,calories,elevation_gain_m,elevation_loss_m,training_load,training_effect,vo2_max,device_name
21663640395,Coimbra - Long Run,running,2026-01-25 17:55:16,2026-01-25 17:55:16,13013.7802734375,4349.962890625,2.992000102996826,3.9749999046325684,167.0,181.0,170.265625,12320,1011.0,68.0,61.0,,4.699999809265137,49.0,3606868094
21674159577,Recovery,treadmill_running,2026-01-26 21:08:20,2026-01-26 21:08:20,3012.22998046875,1808.074951171875,1.6660000085830688,1.753999948501587,133.0,142.0,126.46875,3790,305.0,,,,2.0999999046325684,,3606868094
21718068119,Treadmill Running,treadmill_running,2026-01-31 09:18:35,2026-01-31 09:18:35,7025.08984375,2811.20703125,2.499000072479248,3.266000032424927,144.0,175.0,160.0,7610,540.0,,,,3.0,,3606868094
21728812320,Coimbra - Long Run,running,2026-02-01 09:41:03,2026-02-01 09:41:03,12916.1904296875,4493.52685546875,2.874000072479248,3.490000009536743,168.0,188.0,170.46875,12794,1055.0,107.0,111.0,,4.900000095367432,49.0,3606868094
21751590699,Base,treadmill_running,2026-02-03 13:54:47,2026-02-03 13:54:47,8434.76953125,3246.6220703125,2.598000049591064,3.1719999313354497,136.0,144.0,166.234375,8986,527.0,,,,2.5,,3606868094
21812805420,Base,treadmill_running,2026-02-09 12:33:08,2026-02-09 12:33:08,5336.31982421875,1922.43603515625,2.7760000228881836,3.4619998931884766,144.0,168.0,167.484375,5348,371.0,,,,2.799999952316284,,3606868094
21800644664,Coimbra - Long Run,running,2026-02-08 08:39:15,2026-02-08 08:39:15,12990.9296875,4698.86083984375,2.765000104904175,3.9000000953674316,162.0,188.0,165.546875,12976,1008.0,103.0,99.0,,4.300000190734863,49.0,3606868094
21777041511,Treadmill Running,treadmill_running,2026-02-05 20:57:14,2026-02-05 20:57:14,5007.93017578125,2078.8330078125,2.4089999198913574,2.874000072479248,136.0,151.0,160.5625,5588,354.0,,,,2.299999952316284,,3606868094
21824282179,Strength,strength_training,2026-02-10 13:36:11,2026-02-10 13:36:11,,2148.573974609375,,,129.0,153.0,,20,318.0,,,,2.0999999046325684,,3606868094
21823891828,Base,treadmill_running,2026-02-10 12:55:02,2026-02-10 12:55:02,5000.0,1986.6739501953125,2.5169999599456787,3.4149999618530273,144.0,176.0,164.421875,5446,383.0,,,,3.0,,3606868094
21835566721,Strength,strength_training,2026-02-11 14:16:20,2026-02-11 14:16:20,,1796.6300048828125,,,130.0,156.0,,372,282.0,,,,2.0999999046325684,,3606868094
21835142478,Base,treadmill_running,2026-02-11 13:13:29,2026-02-11 13:13:29,6009.43994140625,2511.52587890625,2.3929998874664307,2.799000024795532,140.0,151.0,162.125,6746,449.0,,,,2.5999999046325684,,3606868094
21855360903,Treadmill Running,treadmill_running,2026-02-13 13:22:39,2026-02-13 13:22:39,1309.7900390625,631.7379760742188,2.072999954223633,4.927000045776367,159.0,178.0,137.796875,1394,141.0,,,,2.4000000953674316,,3606868094
21855264868,Base,treadmill_running,2026-02-13 12:27:52,2026-02-13 12:27:52,7879.39013671875,3183.384033203125,2.4749999046325684,2.947999954223633,139.0,146.0,163.296875,8640,541.0,,,,2.5999999046325684,,3606868094
21873990008,Long Run,treadmill_running,2026-02-15 09:26:27,2026-02-15 09:26:27,13000.0,5603.10107421875,2.319999933242798,2.930000066757202,141.0,154.0,162.25,15196,909.0,,,,3.0999999046325684,,3606868094
21885241294,Strength,strength_training,2026-02-16 12:52:01,2026-02-16 12:52:01,,2865.508056640625,,,117.0,155.0,,488,339.0,,,,1.899999976158142,,3606868094
21895351218,Tempo,treadmill_running,2026-02-17 11:54:40,2026-02-17 11:54:40,7020.0,2287.9609375,3.068000078201294,3.003999948501587,163.0,179.0,170.59375,6498,522.0,,,,4.0,,3606868094
21908057565,Strength,strength_training,2026-02-18 14:51:20,2026-02-18 14:51:20,,2442.7041015625,,,119.0,146.0,,356,297.0,,,,1.399999976158142,,3606868094
21907601109,Base,treadmill_running,2026-02-18 14:06:12,2026-02-18 14:06:12,5258.009765625,2251.77587890625,2.3350000381469727,3.013999938964844,140.0,151.0,150.421875,5636,406.0,,,,2.5,,3606868094
21981766977,Treadmill Running,treadmill_running,2026-02-25 14:55:35,2026-02-25 14:55:35,458.5400085449219,270.32598876953125,1.6959999799728394,2.00600004196167,133.0,145.0,122.0,556,48.0,,,,0.699999988079071,,3606868094
21981706016,Treadmill Running,treadmill_running,2026-02-25 14:19:01,2026-02-25 14:19:01,6000.0,2037.489013671875,2.944999933242798,4.35699987411499,162.0,175.0,166.859375,5646,458.0,,,,3.5999999046325684,,3606868094
21981356053,Treadmill Running,treadmill_running,2026-02-25 14:04:52,2026-02-25 14:04:52,2950.0,811.0540161132812,3.63700008392334,3.1630001068115234,134.0,145.0,163.453125,2212,145.0,,,,2.0,,3606868094
21945860201,Coimbra Running,running,2026-02-22 08:28:57,2026-02-22 08:28:57,15009.9697265625,4911.94384765625,3.055999994277954,3.947000026702881,163.0,176.0,173.28125,14178,1126.0,116.0,107.0,,5.0,49.0,3606868094
21926358715,Coimbra - Cruise Intervals,running,2026-02-20 10:00:59,2026-02-20 10:00:59,10009.650390625,3679.861083984375,2.720000028610229,4.599999904632568,161.0,183.0,158.578125,9830,777.0,17.0,8.0,,3.799999952316284,49.0,3606868094
21990052779,Treadmill Running,treadmill_running,2026-02-26 09:10:48,2026-02-26 09:10:48,4000.0,1741.20703125,2.297257017689453,3.069999933242798,136.0,151.0,160.890625,4656,303.0,,,,2.200000047683716,,3606868094
22002643393,Coimbra - VO2max Intervals,running,2026-02-27 12:06:00,2026-02-27 12:06:00,7854.47021484375,3009.594970703125,2.609999895095825,5.513999938964844,153.0,179.0,154.6875,7856,603.0,10.0,7.0,,3.700000047683716,49.0,3606868094
22022640421,Long Run,treadmill_running,2026-03-01 08:45:40,2026-03-01 08:45:40,16110.0,6505.1298828125,2.4769999980926514,3.368000030517578,141.0,153.0,165.796875,18038,1051.0,,,,3.200000047683716,,3606868094
22063386199,Strength,strength_training,2026-03-04 17:21:54,2026-03-04 17:21:54,,5544.0849609375,,,65.0,150.0,,232,483.0,,,,1.7999999523162842,,3606868094
22061099335,Base,treadmill_running,2026-03-04 16:45:00,2026-03-04 16:45:00,5000.0,2040.7449951171875,2.450000047683716,3.200000047683716,139.0,147.0,172.34375,5860,373.0,,,,2.5,,3606868094
22046701607,Coimbra - Sub-Threshold Sharpener (~8km),running,2026-03-03 12:42:36,2026-03-03 12:42:36,8541.4404296875,3024.0009765625,2.825000047683716,4.63700008392334,157.0,184.0,160.859375,8104,637.0,23.0,22.0,,4.0,49.0,3606868094
22102101305,Coimbra Running,running,2026-03-08 10:44:06,2026-03-08 10:44:06,10106.4599609375,3028.572998046875,3.336999893188477,4.2270002365112305,166.0,185.0,175.921875,8852,721.0,76.0,68.0,,4.900000095367432,49.0,3606868094
22091220903,Coimbra Running,running,2026-03-07 12:05:47,2026-03-07 12:05:47,4194.64990234375,1624.4520263671875,2.5820000171661377,4.067999839782715,142.0,167.0,162.671875,4388,320.0,15.0,7.0,,2.700000047683716,49.0,3606868094
22115008920,Strength,strength_training,2026-03-09 13:35:32,2026-03-09 13:35:32,,3349.0830078125,,,116.0,169.0,,466,383.0,,,,1.899999976158142,,3606868094
22114284397,Recovery,treadmill_running,2026-03-09 13:00:47,2026-03-09 13:00:47,4008.469970703125,1624.220947265625,2.4679999351501465,3.115999937057495,134.0,141.0,164.546875,4450,278.0,,,,2.200000047683716,,3606868094
22137729135,Coimbra - Sub-T Intervals — Norwegian Lo,running,2026-03-11 12:05:40,2026-03-11 12:05:40,8930.740234375,3369.01708984375,2.6510000228881836,3.45199990272522,154.0,169.0,165.96875,9328,702.0,20.0,14.0,,3.799999952316284,49.0,3606868094
22180382178,Coimbra Running,running,2026-03-15 09:46:49,2026-03-15 09:46:49,19014.759765625,6885.18896484375,2.76200008392334,3.2190001010894775,158.0,173.0,170.296875,19562,1480.0,58.0,54.0,,4.599999904632568,49.0,3606868094
22168711136,Coimbra - HM-Pace Intervals — 4×2000m,running,2026-03-14 09:44:22,2026-03-14 09:44:22,13245.4599609375,4671.89111328125,2.835000038146972,4.479000091552734,162.0,181.0,165.734375,13056,1012.0,51.0,48.0,,4.599999904632568,49.0,3606868094
22159338371,Coimbra - Base,running,2026-03-13 12:00:43,2026-03-13 12:00:43,7291.2900390625,3000.19091796875,2.430000066757202,3.013999938964844,148.0,164.0,161.109375,8094,577.0,15.0,9.0,,3.0999999046325684,49.0,3606868094
22215390813,Tempo,treadmill_running,2026-03-18 13:55:33,2026-03-18 13:55:33,8270.0,2852.841064453125,2.8989999294281,3.331000089645386,152.0,169.0,169.46875,8060,586.0,,,,3.4000000953674316,,3606868094
22202375813,Coimbra - Base,running,2026-03-17 12:00:27,2026-03-17 12:00:27,4902.7099609375,1916.487060546875,2.558000087738037,3.144000053405762,147.0,156.0,165.859375,5278,388.0,10.0,1.0,,2.9000000953674316,49.0,3606868094
22259042600,Coimbra - Long Run,running,2026-03-22 10:15:48,2026-03-22 10:15:48,12252.759765625,4682.7529296875,2.617000102996826,3.1540000438690186,153.0,164.0,164.125,12808,959.0,18.0,11.0,,3.700000047683716,49.0,3606868094
22237228459,Coimbra - Tempo,running,2026-03-20 12:01:38,2026-03-20 12:01:38,9251.8203125,3181.1220703125,2.9079999923706055,3.638999938964844,165.0,183.0,170.78125,9046,723.0,16.0,11.0,,4.099999904632568,49.0,3606868094
22228676713,Strength,strength_training,2026-03-19 15:08:05,2026-03-19 15:08:05,,7645.576171875,,,105.0,171.0,,386,634.0,,,,2.200000047683716,,3606868094
